"","NATIVITY","BPLD","YEAR","WARD","SEX","NFAMS","AGE","OCC","NATIVITY_MOM","BIRTHPLACE","Nativity_Type","age_classified"
"6869",1,2500,1910,0,"female",1,10,999,NA,"Massachusetts","Native born, and both parents native born","(0,10]"
"6870",1,2500,1910,0,"male",2,36,30,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"6871",1,2500,1910,0,"female",2,35,999,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"6872",5,41400,1910,0,"female",2,45,960,NA,"Ireland","Foreign born","(40,50]"
"6873",1,2500,1910,0,"male",1,39,988,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"6874",1,2500,1910,0,"female",1,38,999,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"6875",1,2500,1910,0,"female",1,11,999,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"6876",1,2500,1910,0,"female",1,5,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"6877",1,2500,1910,0,"male",1,44,782,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"6878",1,3600,1910,0,"female",1,42,999,NA,"New York","Native born, and both parents native born","(40,50]"
"6879",1,2500,1910,0,"female",1,17,999,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"6880",1,2500,1910,0,"male",1,39,791,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"6881",1,3600,1910,0,"female",1,35,999,NA,"New York","Native born, and both parents native born","(30,40]"
"6882",1,3600,1910,0,"female",1,12,999,1,"New York","Native born, and both parents native born","(10,20]"
"6883",1,3600,1910,0,"male",1,8,999,1,"New York","Native born, and both parents native born","(0,10]"
"6884",1,4200,1910,0,"male",3,39,858,NA,"Pennsylvania","Native born, and both parents native born","(30,40]"
"6885",1,2500,1910,0,"female",3,37,999,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"6886",1,2500,1910,0,"male",3,12,999,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"6887",1,2500,1910,0,"female",3,10,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"6888",1,2500,1910,0,"male",3,35,960,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"6889",4,2500,1910,0,"female",3,23,960,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"6890",1,2500,1910,0,"male",1,37,795,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"6891",5,15000,1910,0,"female",1,35,999,NA,"Canada","Foreign born","(30,40]"
"6892",3,2500,1910,0,"female",1,12,999,5,"Massachusetts","Native born, and mother foreign, father native","(10,20]"
"6893",3,2500,1910,0,"male",1,8,999,5,"Massachusetts","Native born, and mother foreign, father native","(0,10]"
"6894",1,2500,1910,0,"male",2,36,144,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"6895",3,2500,1910,0,"female",2,32,999,NA,"Massachusetts","Native born, and mother foreign, father native","(30,40]"
"6896",1,2500,1910,0,"female",2,7,999,3,"Massachusetts","Native born, and both parents native born","(0,10]"
"6897",1,2500,1910,0,"female",2,4,999,3,"Massachusetts","Native born, and both parents native born","(0,10]"
"6898",5,15000,1910,0,"female",2,23,960,NA,"Canada","Foreign born","(20,30]"
"6899",1,2500,1910,0,"male",1,63,791,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"6900",1,2500,1910,0,"female",1,58,999,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"6901",1,2500,1910,0,"female",1,30,999,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"6902",5,41400,1910,0,"male",1,58,999,NA,"Ireland","Foreign born","(50,60]"
"6903",5,41400,1910,0,"female",1,56,999,NA,"Ireland","Foreign born","(50,60]"
"6904",4,2500,1910,0,"female",1,24,852,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"6905",4,2500,1910,0,"female",5,42,906,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"6906",4,2500,1910,0,"male",5,29,612,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"6907",1,2500,1910,0,"male",5,38,856,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"6908",1,3300,1910,0,"male",5,28,612,NA,"New Hampshire","Native born, and both parents native born","(20,30]"
"6909",1,2500,1910,0,"male",5,29,478,NA,"Massachusetts","Native born, and both parents native born","(20,30]"
"6910",1,2500,1910,0,"male",2,65,743,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"6911",1,2500,1910,0,"female",2,61,999,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"6912",2,2500,1910,0,"female",2,42,999,NA,"Massachusetts","Native born, and father foreign, mother native","(40,50]"
"6913",4,2500,1910,0,"male",1,29,576,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"6914",5,41400,1910,0,"female",1,27,999,NA,"Ireland","Foreign born","(20,30]"
"6915",3,2500,1910,0,"female",1,0,999,5,"Massachusetts","Native born, and mother foreign, father native",NA
"6916",1,2300,1910,0,"male",1,31,767,NA,"Maine","Native born, and both parents native born","(30,40]"
"6917",1,2300,1910,0,"female",1,26,999,NA,"Maine","Native born, and both parents native born","(20,30]"
"6918",1,2500,1910,0,"female",1,4,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"6919",4,2500,1910,0,"male",2,26,679,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"6920",1,2500,1910,0,"female",2,28,791,NA,"Massachusetts","Native born, and both parents native born","(20,30]"
"6921",1,2500,1910,0,"male",2,14,999,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"6922",1,2500,1910,0,"female",2,19,454,NA,"Massachusetts","Native born, and both parents native born","(10,20]"
"6923",5,15000,1910,0,"male",1,47,408,NA,"Canada","Foreign born","(40,50]"
"6924",4,2500,1910,0,"female",1,49,999,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"6925",2,2500,1910,0,"male",1,21,708,4,"Massachusetts","Native born, and father foreign, mother native","(20,30]"
"6926",2,2500,1910,0,"male",1,16,994,4,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"6927",2,2500,1910,0,"male",1,13,999,4,"Massachusetts","Native born, and father foreign, mother native","(10,20]"
"6928",2,2500,1910,0,"male",1,9,999,4,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"6929",1,3300,1910,0,"male",1,51,791,NA,"New Hampshire","Native born, and both parents native born","(50,60]"
"6930",1,2500,1910,0,"female",1,59,999,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"6931",1,2500,1910,0,"female",1,21,994,1,"Massachusetts","Native born, and both parents native born","(20,30]"
"6932",1,2500,1910,0,"male",1,17,999,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"6933",1,2500,1910,0,"male",1,13,999,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"6934",5,15000,1910,0,"male",1,33,858,5,"Canada","Foreign born","(30,40]"
"6935",5,15000,1910,0,"female",1,32,999,NA,"Canada","Foreign born","(30,40]"
"6936",5,15000,1910,0,"female",1,62,999,NA,"Canada","Foreign born","(60,70]"
"6937",1,2500,1910,0,"male",1,36,842,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"6938",1,2500,1910,0,"female",1,32,999,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"6939",1,3300,1910,0,"male",1,10,999,1,"New Hampshire","Native born, and both parents native born","(0,10]"
"6940",1,2500,1910,0,"female",1,4,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"6941",4,2300,1910,0,"female",1,45,999,5,"Maine","Native born, and both parents foreign","(40,50]"
"6942",4,2500,1910,0,"female",1,19,995,4,"Massachusetts","Native born, and both parents foreign","(10,20]"
"6943",4,2500,1910,0,"female",1,15,999,4,"Massachusetts","Native born, and both parents foreign","(10,20]"
"6944",4,2500,1910,0,"male",1,5,999,4,"Massachusetts","Native born, and both parents foreign","(0,10]"
"6945",5,45300,1910,0,"female",1,69,999,NA,"Germany","Foreign born","(60,70]"
"6946",5,46500,1910,0,"male",2,30,700,NA,"Other USSR/Russia","Foreign born","(20,30]"
"6947",5,46500,1910,0,"female",2,23,999,NA,"Other USSR/Russia","Foreign born","(20,30]"
"6948",4,2500,1910,0,"female",2,2,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"6949",4,2500,1910,0,"male",2,0,999,5,"Massachusetts","Native born, and both parents foreign",NA
"6950",5,46500,1910,0,"male",2,27,984,NA,"Other USSR/Russia","Foreign born","(20,30]"
"6951",4,2500,1910,0,"female",2,19,960,NA,"Massachusetts","Native born, and both parents foreign","(10,20]"
"6952",5,46500,1910,0,"male",2,48,592,NA,"Other USSR/Russia","Foreign born","(40,50]"
"6953",5,46500,1910,0,"female",2,48,999,NA,"Other USSR/Russia","Foreign born","(40,50]"
"6954",5,41000,1910,0,"male",2,23,406,5,"England","Foreign born","(20,30]"
"6955",4,2500,1910,0,"male",2,19,707,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"6956",5,46500,1910,0,"female",2,23,999,NA,"Other USSR/Russia","Foreign born","(20,30]"
"6957",5,46500,1910,0,"male",2,28,708,NA,"Other USSR/Russia","Foreign born","(20,30]"
"6958",5,41400,1910,0,"female",1,70,906,NA,"Ireland","Foreign born","(60,70]"
"6959",5,41000,1910,0,"female",1,46,999,5,"England","Foreign born","(40,50]"
"6960",5,41000,1910,0,"female",1,36,446,5,"England","Foreign born","(30,40]"
"6961",4,2500,1910,0,"male",1,28,988,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"6962",1,3300,1910,0,"male",1,63,914,NA,"New Hampshire","Native born, and both parents native born","(60,70]"
"6963",1,3300,1910,0,"female",1,62,999,NA,"New Hampshire","Native born, and both parents native born","(60,70]"
"6964",1,2100,1910,0,"female",1,26,988,NA,"Kentucky","Native born, and both parents native born","(20,30]"
"6965",5,15000,1910,0,"male",1,41,406,NA,"Canada","Foreign born","(40,50]"
"6966",5,15000,1910,0,"female",1,43,999,NA,"Canada","Foreign born","(40,50]"
"6967",4,2500,1910,0,"male",1,19,158,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"6968",4,2500,1910,0,"female",1,18,554,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"6969",4,2500,1910,0,"female",1,16,994,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"6970",4,2500,1910,0,"female",1,15,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"6971",4,2500,1910,0,"male",1,12,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"6972",4,2500,1910,0,"male",1,8,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"6973",4,2500,1910,0,"male",1,6,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"6974",4,2500,1910,0,"male",1,4,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"6975",4,2500,1910,0,"female",1,3,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"6976",4,2500,1910,0,"male",1,0,999,5,"Massachusetts","Native born, and both parents foreign",NA
"6977",4,2500,1910,0,"male",1,52,598,NA,"Massachusetts","Native born, and both parents foreign","(50,60]"
"6978",2,2500,1910,0,"female",1,48,999,NA,"Massachusetts","Native born, and father foreign, mother native","(40,50]"
"6979",1,2500,1910,0,"male",1,22,988,2,"Massachusetts","Native born, and both parents native born","(20,30]"
"6980",1,2500,1910,0,"female",1,21,988,2,"Massachusetts","Native born, and both parents native born","(20,30]"
"6981",1,2500,1910,0,"female",1,14,999,2,"Massachusetts","Native born, and both parents native born","(10,20]"
"6982",1,2500,1910,0,"male",1,13,999,2,"Massachusetts","Native born, and both parents native born","(10,20]"
"6983",5,41100,1910,0,"male",1,30,829,NA,"Scotland","Foreign born","(20,30]"
"6984",5,41100,1910,0,"female",1,28,999,NA,"Scotland","Foreign born","(20,30]"
"6985",4,2500,1910,0,"female",1,4,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"6986",5,41400,1910,0,"female",1,35,910,NA,"Ireland","Foreign born","(30,40]"
"6987",4,2500,1910,0,"male",1,13,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"6988",4,2500,1910,0,"female",1,8,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"6989",4,2500,1910,0,"male",1,6,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"6990",4,2500,1910,0,"male",1,4,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"6991",4,2500,1910,0,"female",1,17,997,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"6992",1,1900,1910,0,"male",2,36,820,NA,"Iowa","Native born, and both parents native born","(30,40]"
"6993",5,41400,1910,0,"female",2,36,999,NA,"Ireland","Foreign born","(30,40]"
"6994",3,2500,1910,0,"female",2,11,999,5,"Massachusetts","Native born, and mother foreign, father native","(10,20]"
"6995",3,2500,1910,0,"female",2,10,999,5,"Massachusetts","Native born, and mother foreign, father native","(0,10]"
"6996",3,2500,1910,0,"male",2,7,999,5,"Massachusetts","Native born, and mother foreign, father native","(0,10]"
"6997",5,41400,1910,0,"female",2,63,999,NA,"Ireland","Foreign born","(60,70]"
"6998",2,2500,1910,0,"male",1,56,944,1,"Massachusetts","Native born, and father foreign, mother native","(50,60]"
"6999",1,2500,1910,0,"female",1,44,999,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"7000",1,2500,1910,0,"female",1,20,988,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"7001",1,2500,1910,0,"female",1,18,999,1,"Massachusetts","Native born, and both parents native born","(10,20]"
"7002",1,2500,1910,0,"female",1,87,999,NA,"Massachusetts","Native born, and both parents native born","(80,90]"
"7003",5,15000,1910,0,"male",1,48,394,NA,"Canada","Foreign born","(40,50]"
"7004",4,2500,1910,0,"male",1,17,999,NA,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7005",4,2500,1910,0,"male",1,15,999,NA,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7006",4,2500,1910,0,"female",1,14,999,NA,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7007",5,40000,1910,0,"male",1,47,362,NA,"Denmark","Foreign born","(40,50]"
"7008",5,40000,1910,0,"female",1,48,999,NA,"Denmark","Foreign born","(40,50]"
"7009",4,2500,1910,0,"female",1,20,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7010",4,2500,1910,0,"male",1,13,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7011",5,40000,1910,0,"male",1,18,999,NA,"Denmark","Foreign born","(10,20]"
"7012",5,43400,1910,0,"male",1,39,178,NA,"Italy","Foreign born","(30,40]"
"7013",5,43400,1910,0,"female",1,34,999,NA,"Italy","Foreign born","(30,40]"
"7014",5,43400,1910,0,"female",1,17,999,5,"Italy","Foreign born","(10,20]"
"7015",4,2500,1910,0,"female",1,13,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7016",4,2500,1910,0,"male",1,9,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7017",4,2500,1910,0,"male",1,7,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7018",4,2500,1910,0,"male",1,5,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7019",4,2500,1910,0,"male",1,3,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7020",4,2500,1910,0,"male",1,1,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7021",4,2500,1910,0,"male",1,15,997,NA,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7022",5,43400,1910,0,"male",1,42,370,NA,"Italy","Foreign born","(40,50]"
"7023",5,43400,1910,0,"female",1,39,999,NA,"Italy","Foreign born","(30,40]"
"7024",5,43400,1910,0,"male",1,18,430,5,"Italy","Foreign born","(10,20]"
"7025",4,2500,1910,0,"male",1,16,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7026",4,2500,1910,0,"female",1,12,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7027",4,2500,1910,0,"female",1,10,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7028",4,2500,1910,0,"female",1,8,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7029",4,2500,1910,0,"male",1,6,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7030",5,43400,1910,0,"male",1,37,578,NA,"Italy","Foreign born","(30,40]"
"7031",5,43400,1910,0,"female",1,27,999,NA,"Italy","Foreign born","(20,30]"
"7032",4,2500,1910,0,"male",1,11,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7033",4,2500,1910,0,"female",1,10,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7034",4,2500,1910,0,"female",1,8,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7035",4,2500,1910,0,"male",1,6,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7036",4,2500,1910,0,"male",1,4,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7037",4,2500,1910,0,"male",1,3,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7038",4,2500,1910,0,"male",1,2,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7039",4,2500,1910,0,"male",1,0,999,5,"Massachusetts","Native born, and both parents foreign",NA
"7040",1,2500,1910,0,"female",2,64,999,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"7041",1,2500,1910,0,"female",2,66,999,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"7042",1,2500,1910,0,"female",2,55,999,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"7043",1,2500,1910,0,"male",2,67,999,NA,"Massachusetts","Native born, and both parents native born","(60,70]"
"7044",1,2500,1910,0,"male",2,35,370,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"7045",3,2500,1910,0,"female",2,35,999,NA,"Massachusetts","Native born, and mother foreign, father native","(30,40]"
"7046",1,2500,1910,0,"male",2,0,999,3,"Massachusetts","Native born, and both parents native born",NA
"7047",5,41400,1910,0,"female",2,23,960,NA,"Ireland","Foreign born","(20,30]"
"7048",5,15000,1910,0,"male",1,56,148,NA,"Canada","Foreign born","(50,60]"
"7049",5,15000,1910,0,"female",1,55,999,NA,"Canada","Foreign born","(50,60]"
"7050",4,2500,1910,0,"female",1,19,995,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7051",5,15000,1910,0,"female",1,73,999,NA,"Canada","Foreign born","(70,80]"
"7052",5,15000,1910,0,"female",1,23,791,5,"Canada","Foreign born","(20,30]"
"7053",5,41000,1910,0,"male",1,48,791,NA,"England","Foreign born","(40,50]"
"7054",5,41000,1910,0,"female",1,42,999,NA,"England","Foreign born","(40,50]"
"7055",4,2500,1910,0,"female",1,16,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7056",4,2500,1910,0,"female",1,9,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7057",4,2500,1910,0,"female",1,8,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7058",4,2500,1910,0,"male",1,4,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7059",4,2500,1910,0,"male",1,1,999,5,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7060",5,15000,1910,0,"female",1,53,999,NA,"Canada","Foreign born","(50,60]"
"7061",5,15000,1910,0,"male",2,33,767,NA,"Canada","Foreign born","(30,40]"
"7062",3,2500,1910,0,"female",2,31,988,NA,"Massachusetts","Native born, and mother foreign, father native","(30,40]"
"7063",2,2500,1910,0,"female",2,7,999,3,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"7064",2,2500,1910,0,"male",2,1,999,3,"Massachusetts","Native born, and father foreign, mother native","(0,10]"
"7065",5,15000,1910,0,"female",2,21,960,NA,"Canada","Foreign born","(20,30]"
"7066",1,2500,1910,0,"male",1,39,711,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"7067",4,2500,1910,0,"female",1,38,999,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"7068",1,2500,1910,0,"female",1,19,514,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"7069",1,2500,1910,0,"male",1,15,996,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"7070",1,2500,1910,0,"male",1,12,999,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"7071",5,15050,1920,1,"male",1,60,148,NA,"Nova Scotia","Foreign born","(50,60]"
"7072",5,41100,1920,1,"female",1,65,999,NA,"Scotland","Foreign born","(60,70]"
"7073",4,2500,1920,1,"female",1,30,368,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"7074",4,2500,1920,1,"female",1,28,707,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"7075",4,2500,1920,1,"male",1,26,988,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"7076",4,2500,1920,1,"female",1,21,995,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"7077",4,2500,1920,1,"female",1,20,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7078",4,2500,1920,1,"female",1,19,988,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7079",4,2500,1920,0,"male",2,64,858,NA,"Massachusetts","Native born, and both parents foreign","(60,70]"
"7080",4,2500,1920,0,"female",2,61,999,NA,"Massachusetts","Native born, and both parents foreign","(60,70]"
"7081",1,2500,1920,0,"female",2,31,999,4,"Massachusetts","Native born, and both parents native born","(30,40]"
"7082",1,2500,1920,0,"male",2,23,999,4,"Massachusetts","Native born, and both parents native born","(20,30]"
"7083",5,40500,1920,0,"female",2,41,960,NA,"Sweden","Foreign born","(40,50]"
"7084",1,2500,1920,0,"male",1,40,802,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"7085",1,2500,1920,0,"female",1,37,999,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"7086",1,2500,1920,0,"female",1,39,994,NA,"Massachusetts","Native born, and both parents native born","(30,40]"
"7087",4,2500,1920,0,"male",1,52,820,NA,"Massachusetts","Native born, and both parents foreign","(50,60]"
"7088",4,2500,1920,0,"female",1,40,999,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"7089",4,2500,1920,1,"male",1,47,990,NA,"Massachusetts","Native born, and both parents foreign","(40,50]"
"7090",3,2500,1920,1,"female",1,45,999,NA,"Massachusetts","Native born, and mother foreign, father native","(40,50]"
"7091",1,2500,1920,1,"male",1,17,112,3,"Massachusetts","Native born, and both parents native born","(10,20]"
"7092",1,2500,1920,1,"male",1,10,999,3,"Massachusetts","Native born, and both parents native born","(0,10]"
"7093",1,2500,1920,1,"female",1,7,999,3,"Massachusetts","Native born, and both parents native born","(0,10]"
"7094",1,2500,1920,1,"female",1,22,791,3,"Massachusetts","Native born, and both parents native born","(20,30]"
"7095",5,40500,1920,1,"male",1,55,362,NA,"Sweden","Foreign born","(50,60]"
"7096",5,15000,1920,1,"female",1,55,999,NA,"Canada","Foreign born","(50,60]"
"7097",4,4400,1920,1,"male",1,22,424,5,"Rhode Island","Native born, and both parents foreign","(20,30]"
"7098",4,2500,1920,1,"female",1,16,798,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7099",4,2500,1920,1,"female",1,13,999,5,"Massachusetts","Native born, and both parents foreign","(10,20]"
"7100",4,2500,1920,1,"male",1,31,368,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"7101",4,2500,1920,1,"female",1,21,999,5,"Massachusetts","Native born, and both parents foreign","(20,30]"
"7102",1,2500,1920,1,"male",1,0,999,4,"Massachusetts","Native born, and both parents native born",NA
"7103",4,2500,1920,1,"male",1,38,164,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"7104",4,2500,1920,1,"female",1,39,999,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"7105",1,2500,1920,1,"male",1,17,606,4,"Massachusetts","Native born, and both parents native born","(10,20]"
"7106",1,2500,1920,1,"female",1,10,999,4,"Massachusetts","Native born, and both parents native born","(0,10]"
"7107",5,15000,1920,1,"male",1,50,164,NA,"Canada","Foreign born","(40,50]"
"7108",5,15000,1920,1,"female",1,53,999,NA,"Canada","Foreign born","(50,60]"
"7109",5,15000,1920,1,"female",1,17,707,NA,"Canada","Foreign born","(10,20]"
"7110",5,15000,1920,1,"male",1,69,178,NA,"Canada","Foreign born","(60,70]"
"7111",5,15000,1920,1,"male",1,56,178,NA,"Canada","Foreign born","(50,60]"
"7112",5,15000,1920,1,"female",1,58,936,NA,"Canada","Foreign born","(50,60]"
"7113",5,15000,1920,1,"female",1,33,999,5,"Canada","Foreign born","(30,40]"
"7114",5,15000,1920,1,"male",1,28,846,5,"Canada","Foreign born","(20,30]"
"7115",5,15000,1920,1,"male",1,22,994,5,"Canada","Foreign born","(20,30]"
"7116",5,15000,1920,1,"female",1,23,999,5,"Canada","Foreign born","(20,30]"
"7117",4,2300,1920,1,"female",1,19,994,5,"Maine","Native born, and both parents foreign","(10,20]"
"7118",4,2500,1920,1,"male",1,24,378,NA,"Massachusetts","Native born, and both parents foreign","(20,30]"
"7119",3,2500,1920,1,"female",1,4,999,NA,"Massachusetts","Native born, and mother foreign, father native","(0,10]"
"7120",4,2500,1920,1,"male",3,60,666,NA,"Massachusetts","Native born, and both parents foreign","(50,60]"
"7121",5,41400,1920,1,"female",3,54,999,NA,"Ireland","Foreign born","(50,60]"
"7122",3,2500,1920,1,"male",3,29,790,5,"Massachusetts","Native born, and mother foreign, father native","(20,30]"
"7123",3,2500,1920,1,"male",3,27,190,5,"Massachusetts","Native born, and mother foreign, father native","(20,30]"
"7124",3,2500,1920,1,"female",3,17,999,5,"Massachusetts","Native born, and mother foreign, father native","(10,20]"
"7125",5,41400,1920,1,"male",3,53,178,NA,"Ireland","Foreign born","(50,60]"
"7126",1,2500,1920,1,"female",3,58,862,NA,"Massachusetts","Native born, and both parents native born","(50,60]"
"7127",5,15050,1920,1,"male",1,31,986,NA,"Nova Scotia","Foreign born","(30,40]"
"7128",4,2500,1920,1,"female",1,33,999,NA,"Massachusetts","Native born, and both parents foreign","(30,40]"
"7129",4,2500,1920,1,"male",1,8,999,4,"Massachusetts","Native born, and both parents foreign","(0,10]"
"7130",1,2500,1920,1,"male",1,42,164,NA,"Massachusetts","Native born, and both parents native born","(40,50]"
"7131",5,15000,1920,1,"female",1,27,999,NA,"Canada","Foreign born","(20,30]"
"7132",5,15050,1920,1,"male",2,23,176,NA,"Nova Scotia","Foreign born","(20,30]"
"7133",5,15050,1920,1,"female",2,21,999,NA,"Nova Scotia","Foreign born","(20,30]"
"7134",5,15050,1920,1,"female",2,20,482,NA,"Nova Scotia","Foreign born","(10,20]"
"7135",1,2300,1920,1,"male",1,31,164,NA,"Maine","Native born, and both parents native born","(30,40]"
"7136",1,2300,1920,1,"female",1,27,999,NA,"Maine","Native born, and both parents native born","(20,30]"
"7137",1,2500,1920,1,"female",1,7,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"7138",1,2500,1920,1,"male",1,4,999,1,"Massachusetts","Native born, and both parents native born","(0,10]"
"7139",1,2300,1920,1,"male",1,75,158,NA,"Maine","Native born, and both parents native born","(70,80]"
"7140",5,15050,1920,1,"female",1,60,999,NA,"Nova Scotia","Foreign born","(50,60]"
"7141",3,2500,1920,1,"female",1,24,994,5,"Massachusetts","Native born, and mother foreign, father native","(20,30]"
"7142",1,2300,1920,1,"male",1,50,999,NA,"Maine","Native born, and both parents native born","(40,50]"
"7143",4,2500,1920,1,"female",1,53,999,NA,"Massachusetts","Native born, and both parents foreign","(50,60]"
"7144",2,3400,1920,1,"male",1,54,436,NA,"New Jersey","Native born, and father foreign, mother native","(50,60]"
"7145",1,2500,1920,1,"male",1,31,994,4,"Massachusetts","Native born, and both parents native born","(30,40]"
"7146",1,2500,1920,1,"female",1,23,436,4,"Massachusetts","Native born, and both parents native born","(20,30]"
